,user_id,rec
458,618,"[1082185, 1101010, 1106523, 899624, 845208]"
459,621,"[1024051, 13506200, 948298, 869728, 943362]"
460,622,"[1029743, 1106523, 1082185, 986912, 844179]"
461,623,"[5981072, 1082185, 1068719, 1029743, 916122]"
462,624,"[1044078, 1106523, 941856, 1082185, 890610]"
463,625,"[944486, 1128812, 1029743, 1082185, 856252]"
464,627,"[9803601, 1029743, 1106523, 1098844, 1082185]"
465,628,"[7166865, 981086, 1029743, 999250, 829323]"
466,630,"[1082185, 976199, 1121384, 894447, 1029743]"
467,631,"[1082185, 841309, 6464147, 834158, 957013]"
468,632,"[885023, 870547, 1082185, 1029743, 12810393]"
469,633,"[1082185, 1029743, 999625, 12988031, 8065410]"
470,635,"[1003616, 854852, 1082185, 1029743, 1004906]"
471,636,"[5592931, 5592094, 1082141, 1106523, 5592610]"
472,637,"[1106523, 1043494, 1082185, 1103105, 1035676]"
473,638,"[1082185, 899624, 1029743, 1041796, 1004906]"
474,641,"[1082185, 1029743, 1106523, 1004906, 916122]"
475,643,"[1029743, 1056509, 899624, 6534035, 12946027]"
476,644,"[1082185, 1068719, 1005274, 899624, 1029743]"
477,647,"[1082185, 885023, 1029743, 1044078, 972665]"
478,648,"[5592094, 898068, 12648296, 1082185, 1011457]"
479,650,"[1029743, 1126899, 1082185, 1106523, 979707]"
480,652,"[1121059, 830503, 890610, 1106523, 1082185]"
481,653,"[1082185, 1106523, 976199, 933835, 5569230]"
482,654,"[1082185, 12262992, 1056509, 839243, 845208]"
483,655,"[865528, 985999, 1044078, 1082185, 1029743]"
484,656,"[1082185, 13841744, 1106523, 1051516, 1081177]"
485,658,"[1029743, 1082185, 1106523, 979707, 916122]"
486,659,"[5569845, 1082185, 904236, 1029743, 845208]"
487,660,"[1082185, 1029743, 885023, 1068719, 978906]"
488,661,"[1082185, 5568721, 12262778, 1068719, 5569230]"
489,662,"[1070272, 1029743, 1082185, 1106523, 916122]"
490,663,"[1097398, 934172, 1082185, 1029743, 945662]"
491,664,"[1106523, 866211, 979707, 1082185, 1105917]"
492,665,"[1029743, 1082185, 986912, 1126899, 5569230]"
493,666,"[1074333, 1106523, 5592261, 1082185, 1029743]"
494,667,"[1082185, 845208, 12946027, 1041796, 940766]"
495,668,"[957951, 1106523, 12384775, 1029743, 1082185]"
496,669,"[1082185, 1029743, 1106523, 1004906, 916122]"
497,670,"[1082185, 1029743, 971922, 979707, 885863]"
498,671,"[1074754, 1018007, 1029743, 1056509, 968072]"
499,672,"[1082185, 1029743, 1106523, 1068719, 1044078]"
500,673,"[836445, 907631, 899019, 1106523, 1082185]"
501,674,"[1082185, 1029743, 956486, 951190, 1027835]"
502,675,"[1082185, 1106523, 869047, 976199, 919423]"
503,676,"[976199, 1106523, 8065410, 1082185, 871611]"
504,679,"[1029743, 1070820, 1082185, 1106523, 1126899]"
505,680,"[5567502, 1050482, 8090513, 8090521, 6533608]"
506,681,"[902094, 850102, 882604, 967461, 1106523]"
507,684,"[8090545, 1082185, 844697, 1106523, 1029743]"
508,685,"[1082185, 9553382, 1029743, 5577022, 847573]"
509,686,"[1082185, 872137, 1029743, 1106523, 1070820]"
510,687,"[1082185, 1106523, 1137344, 8090545, 919534]"
511,690,"[976199, 1082185, 1044078, 7441419, 1106523]"
512,692,"[1082185, 1037337, 1019643, 871611, 1029743]"
513,693,"[1037337, 1082185, 1044188, 1106523, 979707]"
514,694,"[1101010, 1055155, 12988031, 999625, 8090537]"
515,695,"[1082185, 1029743, 845208, 857503, 899624]"
516,696,"[1101010, 1121384, 868548, 930344, 1082185]"
517,697,"[1029743, 1004906, 1082185, 899624, 1068719]"
518,698,"[1106523, 947798, 890610, 5568378, 1082185]"
519,699,"[1082185, 1029743, 935393, 845307, 965693]"
520,700,"[938138, 1000753, 8090537, 1029743, 940947]"
521,701,"[976199, 1082185, 885863, 1016800, 1068719]"
522,702,"[1029743, 899624, 1082185, 1106523, 913210]"
523,703,"[1082185, 1119405, 981086, 5578547, 9884484]"
524,705,"[1029743, 1106523, 1082185, 979707, 1004906]"
525,706,"[970747, 5591520, 1082185, 1029743, 835098]"
526,707,"[1082185, 945244, 894447, 1110111, 1037965]"
527,708,"[1082185, 1029743, 845208, 1106523, 1068719]"
528,709,"[8090545, 1055504, 1082185, 1014948, 12810393]"
529,710,"[1082185, 1024051, 1106523, 922636, 1029743]"
530,711,"[1126899, 1029743, 1106523, 1082185, 1041796]"
531,712,"[1082185, 1029743, 913210, 899624, 866211]"
532,713,"[875392, 5569230, 1075368, 1082185, 1029743]"
533,714,"[1082185, 1070820, 979707, 899624, 1037863]"
534,715,"[1082185, 1029743, 1042907, 1106523, 1070702]"
535,716,"[1029743, 1082185, 1106523, 854852, 6034857]"
536,717,"[1029743, 965766, 1106523, 1082185, 986912]"
537,718,"[1082185, 1029743, 6464086, 916122, 1068719]"
538,719,"[1009187, 1106091, 1082185, 1106523, 933835]"
539,720,"[854852, 1055504, 1029743, 1082185, 863447]"
540,721,"[906838, 1126899, 1029743, 1082185, 1106523]"
541,722,"[1082185, 866871, 845208, 1106523, 839243]"
542,723,"[909268, 957736, 963868, 934948, 1082185]"
543,724,"[1022254, 1029743, 1106523, 1004906, 916122]"
544,725,"[1082185, 1068719, 1106523, 972665, 899624]"
545,726,"[1029743, 986912, 1126899, 1106523, 1051323]"
546,727,"[897954, 1082185, 9546982, 857006, 1123022]"
547,728,"[852080, 1029743, 1138292, 976199, 1082185]"
548,729,"[1082185, 1106523, 1026118, 1029743, 854852]"
549,730,"[1126899, 1029743, 1106523, 1070820, 1082185]"
550,731,"[6424472, 7442056, 1072519, 1082185, 1106523]"
551,732,"[1082185, 976199, 899624, 1029743, 979707]"
552,733,"[1082185, 8273833, 5566472, 5569471, 1106523]"
553,734,"[1082185, 970160, 959737, 1106523, 1029743]"
554,735,"[1015280, 1082185, 1106523, 1026118, 1072523]"
555,736,"[1082185, 866211, 1044078, 1029743, 13506200]"
556,737,"[1082185, 858439, 1121393, 1037863, 823704]"
557,740,"[1082185, 1029743, 1068719, 976199, 1051516]"
558,741,"[885023, 976199, 5591520, 970747, 874972]"
559,742,"[1088414, 1028953, 947798, 965766, 1082185]"
560,743,"[902094, 1025581, 866211, 1029743, 1082185]"
561,744,"[1082185, 6534480, 978906, 6534035, 872137]"
562,745,"[1082185, 8069350, 10149640, 1022254, 854754]"
563,747,"[8090537, 8090532, 1082185, 1029743, 1004906]"
564,750,"[1082185, 866211, 965766, 1029743, 1011457]"
565,751,"[854900, 947201, 1029743, 1082185, 1106523]"
566,752,"[851819, 986912, 1082185, 1100972, 1080853]"
567,753,"[1082185, 1029743, 825703, 1098844, 872137]"
568,754,"[1005274, 1082185, 1029743, 1126899, 901062]"
569,755,"[1082185, 857503, 10149640, 1137775, 1100972]"
570,756,"[1082185, 887102, 879876, 1082212, 5568249]"
571,757,"[1082185, 9487885, 10149640, 870315, 947201]"
572,758,"[1082185, 1003616, 854852, 5569230, 5592931]"
573,759,"[906844, 823862, 854852, 1029743, 1126899]"
574,761,"[1082185, 1029743, 1106523, 976199, 1068719]"
575,762,"[951412, 976199, 1082185, 1029743, 979707]"
576,764,"[1082185, 6979545, 6424471, 1029743, 878996]"
577,765,"[844697, 836445, 1106523, 916122, 1029743]"
578,766,"[1082185, 1029743, 1008547, 1098844, 10150194]"
579,767,"[8273950, 1029743, 1106523, 965766, 1082185]"
580,768,"[1082185, 1029743, 949023, 913210, 823721]"
581,769,"[1082185, 851819, 1106523, 999858, 1138292]"
582,770,"[1029743, 1082185, 1106523, 1126899, 1068719]"
583,771,"[1068719, 899624, 1029743, 1082185, 979707]"
584,772,"[1029743, 1106523, 1126899, 986912, 1051323]"
585,773,"[1082185, 1103618, 938300, 835973, 1093571]"
586,776,"[1082185, 1029743, 1068719, 1106523, 1044078]"
587,777,"[952972, 1028891, 1065017, 1029743, 1113111]"
588,779,"[1082185, 5981267, 1106523, 1029743, 1056509]"
589,781,"[835278, 854133, 953561, 872137, 1082185]"
590,782,"[1106523, 1082185, 1029743, 1070820, 979707]"
591,784,"[1082185, 1029743, 1068719, 5569230, 979707]"
592,785,"[1082185, 976199, 1029743, 825703, 5569230]"
593,786,"[1082185, 972665, 1044078, 899624, 1065538]"
594,787,"[1082185, 923789, 999104, 1138487, 1068719]"
595,788,"[1044078, 899624, 1082185, 1024051, 1068719]"
596,789,"[1106523, 1082185, 1029743, 1051516, 1126899]"
597,790,"[1044759, 995965, 1082185, 1106523, 1029743]"
598,793,"[1082185, 8090545, 1044078, 1106523, 845208]"
599,794,"[1029743, 871756, 1106523, 1037863, 1082185]"
600,796,"[1106523, 1082185, 1029743, 1026118, 965766]"
601,797,"[1005274, 12988031, 965766, 1048257, 1082185]"
602,798,"[5568249, 6534030, 1082185, 1029743, 1126899]"
603,799,"[1082185, 1038985, 1093571, 1029743, 862799]"
604,800,"[1082185, 898068, 923670, 963868, 907625]"
605,801,"[976199, 5570408, 5591083, 1082185, 1068719]"
606,802,"[903609, 902094, 1082185, 8357613, 942525]"
607,803,"[1129049, 1082185, 5592931, 1104649, 5569230]"
608,804,"[1013928, 957063, 1082185, 1037840, 1029743]"
609,805,"[949023, 1029743, 899624, 979707, 1044188]"
610,806,"[5588161, 1082185, 904997, 9676866, 5564901]"
611,807,"[1082185, 957736, 851819, 995628, 838186]"
612,808,"[1082185, 998119, 1014948, 1029743, 1100972]"
613,809,"[961979, 1106523, 1029743, 1082185, 1079987]"
614,811,"[1082185, 1029743, 899624, 5568378, 1106523]"
615,812,"[1021116, 1029743, 1082185, 1106523, 1044078]"
616,813,"[951412, 1117514, 883932, 1050851, 835973]"
617,814,"[985999, 907631, 12648296, 1012587, 1082185]"
618,816,"[841309, 1082185, 8090513, 835530, 1054539]"
619,817,"[1082185, 1029743, 1137344, 1003649, 904833]"
620,818,"[1082185, 940766, 8014645, 1029743, 1087102]"
621,820,"[1089025, 1082185, 12648296, 1106523, 1137507]"
622,823,"[820321, 999250, 1082185, 1029743, 1126899]"
623,824,"[1082185, 1106523, 845208, 1022254, 1016800]"
624,825,"[1082185, 5591520, 1029743, 913210, 1110409]"
625,826,"[1037840, 1106523, 1126899, 1029743, 1082185]"
626,829,"[1018740, 1082185, 1029743, 1137775, 872137]"
627,831,"[888543, 899624, 1069003, 916122, 1082185]"
628,836,"[851287, 1116635, 1106523, 1044078, 1126899]"
629,838,"[844179, 1126899, 979707, 1029743, 1106523]"
630,840,"[1082185, 1029743, 1051468, 1121393, 1028953]"
631,841,"[1079067, 1082185, 1106523, 970747, 1044078]"
632,842,"[899624, 985999, 1029743, 12262992, 1068719]"
633,843,"[1082185, 1029743, 1068719, 5587656, 5570408]"
634,844,"[1082185, 1029743, 923670, 5566472, 884686]"
635,845,"[9803810, 1111786, 904833, 897954, 923673]"
636,846,"[1082185, 837865, 1006184, 829291, 883003]"
637,847,"[883068, 1016276, 1005274, 1082185, 1068719]"
638,849,"[1082185, 995896, 854754, 5568729, 825343]"
639,850,"[1037337, 1021519, 823990, 1082185, 1106523]"
640,852,"[976199, 1013928, 1068719, 1126899, 1070820]"
641,853,"[951412, 1082185, 6602729, 961979, 960732]"
642,854,"[1106523, 1029743, 1082185, 1070820, 1041796]"
643,855,"[6424472, 963868, 1112238, 1056005, 6533936]"
644,856,"[1082185, 1068719, 1127758, 1029743, 871756]"
645,857,"[1082185, 5567502, 1055155, 1029743, 12949855]"
646,858,"[1029743, 1082185, 1070820, 1106523, 854852]"
647,859,"[1101010, 894439, 1082185, 1106523, 1027168]"
648,862,"[882190, 5570408, 1082185, 1029743, 1106523]"
649,863,"[1119761, 1037337, 847573, 1035676, 895166]"
650,864,"[1082185, 1101010, 1029743, 897954, 935393]"
651,865,"[1082185, 1029743, 1106523, 969568, 899624]"
652,866,"[1082185, 5592931, 1106523, 8090537, 5574409]"
653,867,"[1082185, 5569230, 1091520, 916122, 872137]"
654,868,"[1067749, 1028953, 8069350, 1082185, 912704]"
655,869,"[5592931, 995876, 1068719, 1029743, 899624]"
656,871,"[1082185, 1029743, 981086, 979707, 913210]"
657,873,"[976199, 8357613, 1043663, 1029743, 1082185]"
658,875,"[1082185, 1004906, 999270, 1106523, 1019247]"
659,876,"[1003649, 885863, 7155863, 1123106, 1082185]"
660,877,"[7155863, 948953, 10150194, 1126899, 1098844]"
661,878,"[1082185, 846823, 990656, 919534, 1022254]"
662,879,"[1082185, 847066, 5569230, 5568729, 1106523]"
663,880,"[1106523, 1029743, 986912, 1051323, 1126899]"
664,882,"[999270, 945611, 1106523, 957063, 1043751]"
665,883,"[1082185, 1029743, 916122, 1005274, 1022254]"
666,885,"[1068719, 5587656, 5572738, 1029743, 1106523]"
667,886,"[1082185, 1029743, 1070820, 1004596, 844179]"
668,887,"[887503, 1082185, 1029743, 1121360, 1106523]"
669,888,"[1082185, 5568072, 6034857, 1029743, 979877]"
670,889,"[1082185, 9881592, 1132036, 7025326, 880427]"
671,891,"[854405, 995965, 894447, 1082185, 8065410]"
672,893,"[898466, 882190, 1106523, 1082185, 1029743]"
673,894,"[1082185, 1029743, 1106523, 899624, 844179]"
674,895,"[868888, 1082185, 1071342, 908283, 1112238]"
675,896,"[7168058, 1082185, 833598, 1029743, 829323]"
676,897,"[829291, 1060408, 1029743, 1126899, 1121384]"
677,898,"[1082185, 1011926, 9187298, 13877192, 1042907]"
678,900,"[1082185, 1068719, 971922, 1029743, 976199]"
679,901,"[1056492, 899624, 976199, 1082185, 1106523]"
680,904,"[1106523, 1137688, 1002850, 862799, 1082185]"
681,905,"[1029743, 1106523, 1126899, 1082185, 986912]"
682,906,"[1082185, 957951, 1029743, 1106523, 1137507]"
683,907,"[985999, 933067, 896613, 8014645, 1068719]"
684,908,"[1082185, 1029743, 899624, 1068719, 971922]"
685,909,"[1029743, 976199, 1082185, 899624, 979707]"
686,910,"[1082185, 894439, 9242918, 7155863, 1044188]"
687,911,"[1082185, 13877192, 1029743, 10344585, 1022254]"
688,913,"[994223, 1070820, 1029743, 1106523, 1082185]"
689,914,"[1082185, 862335, 12302069, 1002771, 823721]"
690,915,"[1128812, 1082185, 845208, 1131438, 1068719]"
691,916,"[910473, 12810422, 1075368, 968072, 1082185]"
692,919,"[1015280, 851819, 1029743, 1044078, 1014948]"
693,920,"[1082185, 1106523, 826666, 1029743, 1006184]"
694,922,"[1130581, 945244, 1082185, 837270, 847207]"
695,923,"[1000753, 896613, 989069, 1070702, 902396]"
696,924,"[837270, 905636, 1029743, 5981072, 923673]"
697,925,"[1082185, 1029743, 944836, 1106523, 1070820]"
698,926,"[944486, 1101706, 1097418, 1138443, 1104343]"
699,927,"[1106523, 1029743, 1004906, 1082185, 1044078]"
700,928,"[1014509, 857006, 866211, 1106523, 1029743]"
701,929,"[1082185, 1068719, 899624, 1044078, 1070702]"
702,931,"[1082185, 13841744, 913210, 1068719, 1024051]"
703,932,"[1082185, 1103618, 1022428, 1106523, 1113274]"
704,933,"[1068719, 1127758, 1106523, 1022428, 845208]"
705,934,"[1082185, 1068719, 1029743, 1044078, 899624]"
706,936,"[1068719, 1044078, 1106523, 899624, 845208]"
707,937,"[1126899, 1021116, 1006184, 1082185, 1044759]"
708,938,"[1017369, 850102, 1029743, 1087102, 13841744]"
709,939,"[1082185, 1029743, 1074333, 941856, 1103105]"
710,940,"[944486, 1029743, 1106523, 1082185, 979707]"
711,941,"[898466, 5568378, 9677236, 1029743, 1082185]"
712,942,"[946995, 1029743, 1106523, 6513604, 879876]"
713,943,"[1106523, 5592931, 1035207, 1029743, 1082185]"
714,944,"[1101010, 1106523, 1029743, 866211, 1082185]"
715,945,"[1082185, 1029743, 1016276, 1008547, 866211]"
716,946,"[1082185, 1068719, 845307, 1004906, 1029743]"
717,947,"[1101010, 944486, 1136524, 1082185, 1081177]"
718,949,"[828106, 5570048, 1029743, 8090521, 1082185]"
719,951,"[1030981, 1029743, 919766, 841220, 1082185]"
720,952,"[1029743, 995628, 1122358, 1106523, 1082185]"
721,953,"[1082185, 5574377, 1029743, 887503, 918046]"
722,954,"[965766, 1082185, 1106523, 1044078, 1126899]"
723,955,"[1082185, 6464086, 5568721, 941856, 1044078]"
724,956,"[1082185, 977658, 845208, 5592931, 939900]"
725,957,"[5592931, 1082185, 1029743, 986912, 5569230]"
726,959,"[1126045, 845208, 1106523, 898068, 1008547]"
727,960,"[886395, 1104414, 1082185, 1029743, 1106523]"
728,961,"[12428017, 1110218, 1068719, 956672, 1082185]"
729,962,"[940947, 880427, 1105917, 863632, 1106523]"
730,964,"[1044188, 1102067, 1106523, 1051211, 1082185]"
731,965,"[12811532, 1106271, 12301100, 5592261, 1082185]"
732,966,"[1029743, 1070820, 1106523, 854852, 1082185]"
733,968,"[1082185, 913210, 5592931, 1044078, 1029743]"
734,970,"[1029743, 1082185, 1070820, 1126899, 965766]"
735,971,"[1082185, 882190, 8019681, 845208, 1055504]"
736,972,"[6704207, 6632283, 1136719, 948953, 9803601]"
737,973,"[1082185, 1127831, 1105488, 839243, 835278]"
738,975,"[868888, 1027835, 5569471, 13381584, 1055504]"
739,976,"[1082185, 909714, 872137, 1029743, 977658]"
740,977,"[1029743, 1082185, 1106523, 899624, 902396]"
741,978,"[1082185, 1106523, 1113111, 1037965, 866211]"
742,979,"[1082185, 977658, 990656, 7155863, 1035676]"
743,980,"[1082185, 1029743, 1068719, 1106523, 1070820]"
744,981,"[1082185, 1056509, 1029743, 899624, 844179]"
745,982,"[1082185, 899624, 870547, 1029743, 999270]"
746,983,"[1029743, 1082185, 5568378, 899624, 1044078]"
747,984,"[820301, 985889, 979707, 1082185, 1106523]"
748,985,"[1082185, 872137, 1029743, 825365, 979707]"
749,986,"[1116635, 1060673, 916122, 1082185, 1106523]"
750,987,"[970747, 1065538, 1029743, 986912, 1082185]"
751,988,"[1044188, 1102067, 1070820, 852856, 1106523]"
752,989,"[1082185, 1029743, 1037337, 897954, 956599]"
753,992,"[1082185, 1029743, 909714, 986912, 899624]"
754,993,"[1101010, 8090541, 1022428, 971922, 993638]"
755,996,"[1082185, 1029743, 845208, 1040807, 1024051]"
756,998,"[1068719, 1082185, 899624, 1044078, 845208]"
757,999,"[1016800, 6704207, 1022428, 1029743, 1044078]"
758,1000,"[1082185, 890610, 986912, 854852, 1029743]"
759,1001,"[1060673, 893018, 901776, 910109, 1082185]"
760,1002,"[1082185, 897954, 990797, 1041796, 1051211]"
761,1004,"[964521, 1046587, 1082185, 1029743, 1106523]"
762,1005,"[8090537, 841220, 1044078, 1119761, 1082185]"
763,1006,"[1029743, 1082185, 1051516, 1106523, 12731432]"
764,1007,"[1082185, 1029743, 1126899, 986912, 5569230]"
765,1008,"[1106523, 910473, 1082185, 1070820, 1029743]"
766,1010,"[971922, 1037332, 5981072, 1082185, 7442180]"
767,1011,"[963868, 957951, 12731436, 948953, 5566472]"
768,1014,"[976199, 948670, 901666, 1137507, 1082185]"
769,1015,"[986912, 1037332, 1082185, 1126899, 1029743]"
770,1016,"[903350, 1110111, 1111786, 897954, 1082185]"
771,1017,"[1101010, 1029743, 1082185, 844179, 916122]"
772,1018,"[1131321, 1018740, 1082185, 936355, 872137]"
773,1019,"[1043663, 957736, 1106523, 854852, 1029743]"
774,1020,"[1082185, 1029743, 929018, 866211, 844179]"
775,1021,"[842125, 1082185, 5569845, 1029743, 1106523]"
776,1023,"[1028891, 1044259, 8019681, 1019643, 1082185]"
777,1024,"[1082185, 1092885, 845208, 940947, 933835]"
778,1025,"[985999, 885023, 1137346, 983584, 12648296]"
779,1027,"[862799, 1132771, 1082185, 914318, 899624]"
780,1029,"[1082185, 1006184, 1055504, 12949855, 964521]"
781,1032,"[879506, 7442056, 1029743, 1106523, 1082185]"
782,1033,"[976199, 1029743, 1042438, 844179, 9835223]"
783,1037,"[1106523, 1029743, 1126899, 986912, 1070820]"
784,1039,"[1082185, 972665, 1029743, 1121393, 1011457]"
785,1040,"[1082185, 894447, 5981072, 1102416, 1126899]"
786,1041,"[1082185, 1068719, 5568721, 1029743, 845208]"
787,1042,"[1082185, 951412, 985999, 916122, 976199]"
788,1045,"[1082185, 1029743, 1101010, 1043663, 5568378]"
789,1046,"[1082185, 963868, 1106523, 1029743, 1071342]"
790,1047,"[845208, 1042907, 1082185, 899624, 1068719]"
791,1049,"[1000753, 1082185, 1075175, 1082212, 1029743]"
792,1050,"[1044078, 1106523, 1068719, 899624, 979707]"
793,1051,"[865026, 5567502, 1082185, 1029743, 964521]"
794,1053,"[9187298, 971922, 992986, 1082185, 932340]"
795,1054,"[1029743, 1106523, 1082185, 916122, 1126899]"
796,1055,"[5592888, 1082185, 1068719, 1029743, 1022254]"
797,1056,"[1127758, 1025611, 998206, 1013928, 1106523]"
798,1057,"[1082185, 1131488, 916990, 5585510, 892531]"
799,1058,"[1129049, 1082185, 1106523, 1029743, 844179]"
800,1060,"[1082185, 5981267, 1126899, 7442008, 1029743]"
801,1061,"[1082185, 1068719, 899624, 1025611, 916122]"
802,1062,"[1082185, 1106523, 844179, 1126899, 1029743]"
803,1064,"[1082185, 1093571, 839243, 862799, 1051211]"
804,1065,"[1106523, 851188, 1029743, 823990, 1137507]"
805,1066,"[1082185, 885290, 924352, 830503, 979707]"
806,1067,"[922636, 1060872, 1074333, 1029743, 9575582]"
807,1068,"[823990, 1025611, 1085983, 1000753, 1027068]"
808,1069,"[904129, 858439, 989069, 983584, 9676866]"
809,1070,"[1038985, 1123842, 983584, 1096635, 1082185]"
810,1071,"[1106523, 1068719, 1029743, 1082185, 946839]"
811,1072,"[1068719, 1082185, 899624, 979707, 1102067]"
812,1073,"[1082185, 1131488, 923789, 892503, 1043787]"
813,1074,"[1015280, 1082185, 930344, 7166865, 940947]"
814,1075,"[1029743, 1082185, 910473, 1106523, 910673]"
815,1076,"[1082185, 999714, 999858, 865456, 1038663]"
816,1077,"[1029743, 1082185, 1106523, 898068, 1027168]"
817,1078,"[1082185, 6034577, 1047769, 1098844, 1005456]"
818,1080,"[1068719, 899624, 897954, 1082185, 8090537]"
819,1081,"[1082185, 1029743, 915493, 1068719, 899624]"
820,1082,"[846823, 5587656, 1082185, 1106523, 1029743]"
821,1083,"[864335, 1021519, 831628, 1029743, 899624]"
822,1084,"[6704207, 1082185, 844179, 907625, 1029743]"
823,1085,"[6464086, 1082185, 874972, 1029743, 944139]"
824,1086,"[846823, 892503, 6602440, 1082185, 1029743]"
825,1088,"[923670, 835530, 1029743, 1022254, 1126899]"
826,1089,"[1029743, 1137387, 947798, 1006483, 1082185]"
827,1091,"[7025250, 1008547, 1050482, 879504, 965766]"
828,1092,"[1014948, 1128016, 999779, 1082185, 1029743]"
829,1093,"[845208, 1082185, 940766, 1036347, 1106523]"
830,1094,"[1082185, 1029743, 976199, 899624, 1068719]"
831,1096,"[1082185, 1126899, 1029743, 1070820, 854852]"
832,1097,"[841309, 1082185, 857006, 913210, 1106523]"
833,1098,"[1068719, 1029743, 1082185, 1102416, 899624]"
834,1099,"[980823, 1106523, 1044078, 1082185, 1029743]"
835,1100,"[945662, 1082185, 1029743, 976199, 1106523]"
836,1102,"[1082185, 1044078, 1029743, 1106523, 1059902]"
837,1103,"[862535, 892503, 976199, 856942, 1082185]"
838,1104,"[7442008, 986912, 871756, 1106523, 1029743]"
839,1106,"[9881593, 8291322, 1008547, 1082185, 1106523]"
840,1107,"[1070820, 1029743, 1106523, 1082185, 965766]"
841,1109,"[1082185, 1005274, 940766, 1029743, 839243]"
842,1110,"[885023, 1082185, 1029743, 957736, 1106523]"
843,1111,"[1082185, 1132036, 854852, 1008547, 884686]"
844,1112,"[1106523, 1044078, 1126899, 986912, 1029743]"
845,1113,"[1082185, 1029743, 1009187, 9487606, 916122]"
846,1114,"[1029743, 1106523, 854852, 1082185, 986912]"
847,1116,"[1029743, 5981267, 1097001, 1082185, 1024051]"
848,1117,"[1099089, 1082185, 1081177, 1001702, 839656]"
849,1119,"[940947, 7155863, 5582712, 12302069, 999270]"
850,1121,"[1082185, 828106, 6534035, 990656, 1056509]"
851,1123,"[1082185, 1126899, 1098844, 859191, 852856]"
852,1125,"[1082185, 1029743, 1106523, 1068719, 1004906]"
853,1126,"[1082185, 826666, 846417, 5568729, 835098]"
854,1127,"[1106523, 1029743, 1004906, 1044078, 1082185]"
855,1128,"[1015785, 1082141, 5592931, 948298, 1044188]"
856,1129,"[858439, 910473, 1137688, 909714, 1082185]"
857,1130,"[1044078, 1082185, 1068719, 8357613, 1081177]"
858,1131,"[1082185, 6464086, 993638, 1056509, 965766]"
859,1133,"[1112205, 6039687, 1029743, 1082185, 865705]"
860,1134,"[1029743, 1082185, 1011926, 885023, 916122]"
861,1135,"[9487606, 1082185, 1106523, 1029743, 1070820]"
862,1136,"[1082185, 845208, 1106523, 919534, 907631]"
863,1137,"[1082185, 12301405, 885290, 1029743, 1124432]"
864,1138,"[5568721, 957951, 1015539, 1056509, 1106523]"
865,1140,"[6424472, 1029743, 7166861, 1082185, 9881593]"
866,1141,"[1016800, 907631, 837304, 983584, 957013]"
867,1142,"[1082185, 1006342, 979707, 1051468, 985999]"
868,1143,"[1082185, 1029743, 1070820, 1126899, 1106523]"
869,1145,"[941856, 1137344, 12648296, 907631, 986912]"
870,1146,"[1082185, 1029743, 1127758, 846823, 1068719]"
871,1147,"[1082185, 1068719, 1106523, 1042907, 825343]"
872,1148,"[1029743, 1082185, 1106523, 1068719, 1044078]"
873,1149,"[945909, 982469, 1082185, 1137688, 1026118]"
874,1151,"[1082185, 1136524, 916122, 947798, 6534578]"
875,1152,"[1110111, 8090539, 5569471, 1029743, 1082185]"
876,1154,"[898068, 5592931, 1089025, 1106523, 983584]"
877,1155,"[1029743, 854852, 1082185, 1106523, 1022254]"
878,1156,"[1070845, 1029743, 1082185, 1106523, 1070820]"
879,1157,"[1050482, 1071342, 901776, 1029743, 1070820]"
880,1158,"[1101010, 1044078, 1082185, 1119761, 929018]"
881,1159,"[1082185, 1029743, 1068719, 1098844, 1050741]"
882,1160,"[1044078, 1106523, 1068719, 1082185, 871756]"
883,1163,"[1082185, 976199, 899624, 1029743, 825343]"
884,1164,"[1082185, 1130581, 1080853, 1070820, 1029743]"
885,1165,"[883068, 854900, 851819, 885697, 879504]"
886,1166,"[1082185, 1029743, 1016276, 5567702, 1003649]"
887,1167,"[964521, 1082185, 5570048, 1030981, 862070]"
888,1168,"[1019637, 983584, 1062128, 1082185, 1126899]"
889,1169,"[1082185, 899624, 13189726, 1025611, 1041796]"
890,1172,"[1082185, 868909, 864335, 1097398, 1029743]"
891,1173,"[5568721, 866211, 1029743, 1126899, 1082185]"
892,1174,"[1082185, 12301109, 1029743, 8090521, 957063]"
893,1175,"[1082185, 869047, 1028891, 1056005, 887102]"
894,1177,"[1125278, 1062002, 1026118, 1082185, 1029743]"
895,1178,"[1082185, 903350, 1029743, 1004906, 916122]"
896,1179,"[1082185, 1101010, 1029743, 976199, 899624]"
897,1180,"[1068719, 9527184, 1082185, 5587656, 1029743]"
898,1181,"[1075368, 1029743, 1000753, 1106523, 1133254]"
899,1182,"[1068719, 1106523, 1044078, 899624, 979707]"
900,1185,"[7155863, 1059902, 1106523, 890610, 1082185]"
901,1186,"[1082185, 14106445, 944486, 833724, 5569471]"
902,1187,"[1106523, 1082185, 1137344, 910673, 1014948]"
903,1188,"[1082185, 1106523, 1029743, 1103105, 1044078]"
904,1189,"[1106523, 1037337, 972143, 904997, 942525]"
905,1190,"[897954, 1082185, 1116635, 837304, 949965]"
906,1191,"[1082185, 845208, 1121059, 1029743, 899624]"
907,1192,"[1082185, 1029743, 1070820, 1106523, 1126899]"
908,1193,"[1013928, 1082185, 1106523, 1102416, 1029743]"
909,1194,"[1004945, 910473, 1000753, 1022254, 1082185]"
910,1195,"[825731, 1106523, 1070820, 1082185, 1126899]"
